sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,50-54,White,spouse not present,High School,United-States,Non-Government,Nontechnical,<=50K
Male,30-39,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,20-39,White,spouse not present,5th-6th,North America,Private,Craft-repair,<=50K
Male,40-49,Asian-Pac-Islander,Married-civ-spouse,*,Asia,Private,Technical,<=50K
Male,50-54,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,Prof-specialty,>50K
Male,20-29,White,Never-married,Some-college,United-States,Non-Government,Sales,<=50K
Male,60-79,White,Married-civ-spouse,High School,United-States,Government,*,<=50K
Male,40-44,White,Married-civ-spouse,HS-grad,North America,Private,Other,<=50K
Female,35-39,*,Never-married,Higher education,United-States,Private,Adm-clerical,<=50K
Male,40-59,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Craft-repair,<=50K
Male,25-29,White,spouse not present,High School,United-States,Private,Other,<=50K
Female,20-24,White,Never-married,HS-grad,North America,Private,Other,<=50K
Male,25-29,White,Never-married,High School,North America,Private,Technical,<=50K
Male,40-59,White,Divorced,Undergraduate,United-States,Federal-gov,Exec-managerial,<=50K
Male,40-44,White,Married-civ-spouse,Bachelors,*,Non-Government,Prof-specialty,>50K
Male,30-39,Black,Married-civ-spouse,Higher education,*,Government,*,<=50K
Female,45-49,White,spouse not present,HS-grad,United-States,Private,Other,<=50K
Female,40-44,*,Married-civ-spouse,Higher education,*,Private,Adm-clerical,>50K
Female,40-59,Black,spouse not present,Higher education,*,Private,Technical,<=50K
Male,40-49,White,Married-civ-spouse,Masters,United-States,Non-Government,Technical,<=50K
Male,25-29,White,Never-married,High School,North America,Private,Technical,<=50K
Male,20-39,Asian-Pac-Islander,Married-civ-spouse,HS-grad,*,Private,Technical,<=50K
Male,50-59,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-inc,Exec-managerial,<=50K
Male,40-59,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,20-39,Asian-Pac-Islander,Married-civ-spouse,Higher education,Asia,Non-Government,Technical,>50K
Male,17,White,Never-married,High School,United-States,Non-Government,Handlers-cleaners,<=50K
Male,40-44,White,Married-civ-spouse,Bachelors,*,Non-Government,Prof-specialty,>50K
Male,50-54,White,Married-civ-spouse,HS-grad,United-States,Government,Other,<=50K
Male,35-39,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Female,20-29,White,Never-married,Undergraduate,United-States,Non-Government,Exec-managerial,<=50K
Male,20-39,White,spouse not present,Undergraduate,North America,Private,Tech-support,<=50K
Female,50-59,*,spouse not present,Some-college,*,Government,Other,<=50K
Male,50-59,Black,spouse not present,HS-grad,North America,Private,*,<=50K
Male,21,White,Never-married,Higher education,United-States,Private,Other,<=50K
Female,35-39,*,Married-civ-spouse,High School,United-States,Private,Other,<=50K
Male,30-34,White,Married-civ-spouse,High School,*,Private,Technical,<=50K
Male,50-54,White,Married-civ-spouse,High School,United-States,Private,Other,<=50K
Male,30-34,White,Married-civ-spouse,High School,*,Private,Technical,>50K
Male,20-39,White,Married-civ-spouse,Professional Education,United-States,Government,Protective-serv,>50K
Male,40-44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
