sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,20-39,White,*,High School,North America,Non-Government,*,<=50K
Female,*,*,*,*,North America,*,*,<=50K
Female,20-39,White,spouse not present,*,United-States,Non-Government,*,<=50K
Male,40-59,White,Married-civ-spouse,High School,North America,Non-Government,Other,<=50K
*,*,*,*,*,*,*,Technical,<=50K
Male,*,White,*,Undergraduate,United-States,Private,Prof-specialty,<=50K
Male,*,White,Never-married,High School,North America,Private,*,<=50K
Male,40-59,*,*,*,North America,*,*,<=50K
Female,*,*,*,*,United-States,*,*,<=50K
Male,30-39,White,Married-civ-spouse,*,United-States,Non-Government,Nontechnical,>50K
Male,20-39,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,*,White,*,*,United-States,Non-Government,*,<=50K
*,*,White,*,*,North America,*,*,<=50K
Male,20-39,White,spouse not present,High School,United-States,Private,*,<=50K
Female,20-39,White,Never-married,Higher education,North America,Non-Government,Technical,<=50K
*,*,*,*,*,United-States,Government,*,<=50K
Male,20-39,White,Married-civ-spouse,*,United-States,Non-Government,*,>50K
Male,*,White,Married-civ-spouse,*,United-States,Government,*,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,United-States,Non-Government,Technical,>50K
Male,20-39,White,spouse not present,High School,United-States,Private,*,<=50K
*,40-59,White,spouse not present,*,North America,*,Other,<=50K
Male,20-39,White,spouse not present,High School,United-States,Private,*,<=50K
Male,20-39,White,spouse not present,Higher education,North America,Private,Other,<=50K
*,*,White,Never-married,*,United-States,Private,Other,<=50K
Male,*,White,Married-civ-spouse,*,United-States,Non-Government,*,>50K
Female,*,White,Never-married,*,United-States,*,*,<=50K
*,20-39,White,spouse not present,*,*,Non-Government,*,<=50K
Female,20-39,Black,*,*,United-States,*,*,<=50K
*,40-59,White,Married-civ-spouse,*,*,Non-Government,Other,<=50K
*,*,*,*,*,*,*,*,<=50K
Male,*,*,*,Higher education,North America,Non-Government,*,>50K
*,*,*,spouse not present,*,North America,*,*,<=50K
Male,20-39,*,*,*,North America,Non-Government,*,<=50K
Female,40-59,White,*,*,United-States,Non-Government,*,<=50K
Male,20-39,*,*,*,North America,Non-Government,*,<=50K
