sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,20-39,*,Never-married,High School,North America,Private,Technical,<=50K
*,30-39,White,Divorced,Undergraduate,*,Private,Technical,<=50K
Female,30-39,White,Divorced,High School,United-States,Private,Other,<=50K
Male,40-59,White,Married-civ-spouse,High School,United-States,*,Other,<=50K
Male,*,*,Married-civ-spouse,Higher education,United-States,Non-Government,*,<=50K
Male,20-29,White,Never-married,Higher education,United-States,Private,Prof-specialty,<=50K
Male,15-19,White,Never-married,High School,*,Private,Handlers-cleaners,<=50K
Male,*,*,Married-civ-spouse,HS-grad,North America,Government,*,<=50K
Female,*,Black,spouse not present,High School,United-States,Private,*,<=50K
Male,20-39,White,Married-civ-spouse,Bachelors,North America,Private,Sales,>50K
Male,20-29,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,40-59,*,Divorced,Higher education,*,Non-Government,*,<=50K
Female,*,White,Never-married,High School,United-States,Government,Other,<=50K
Male,20-29,White,spouse not present,HS-grad,United-States,Private,*,<=50K
Female,20-39,*,Never-married,Bachelors,*,Private,Tech-support,<=50K
*,20-39,*,*,Higher education,North America,Government,*,<=50K
Male,30-39,White,Married-civ-spouse,Higher education,United-States,Non-Government,*,>50K
Male,40-59,White,Married-civ-spouse,*,United-States,Government,Technical,<=50K
Male,*,White,Married-civ-spouse,*,*,Private,Prof-specialty,>50K
Male,20-39,*,spouse not present,High School,United-States,Private,Nontechnical,<=50K
Female,*,White,Never-married,High School,United-States,Government,Other,<=50K
Male,20-29,White,Never-married,HS-grad,United-States,*,Nontechnical,<=50K
Male,20-39,White,Divorced,Undergraduate,United-States,Private,*,<=50K
Female,*,White,spouse not present,*,United-States,Private,Other,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,North America,*,*,>50K
Female,*,White,spouse not present,*,United-States,Private,Other,<=50K
Female,20-39,White,spouse not present,High School,*,Non-Government,Nontechnical,<=50K
Female,35-39,*,spouse not present,*,North America,Government,*,<=50K
Male,40-59,White,Married-civ-spouse,High School,United-States,Non-Government,Transport-moving,<=50K
*,20-39,*,*,*,*,Government,*,<=50K
