sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,*,White,*,High School,United-States,Non-Government,*,<=50K
*,*,*,*,*,*,*,Technical,<=50K
Male,20-39,White,spouse not present,*,United-States,*,*,<=50K
Female,*,White,Married-civ-spouse,*,*,Non-Government,*,<=50K
Male,*,White,Married-civ-spouse,*,*,*,*,<=50K
*,*,*,*,*,*,*,Technical,<=50K
Female,*,*,*,High School,United-States,Private,*,<=50K
Male,*,White,spouse not present,HS-grad,United-States,Non-Government,*,<=50K
Male,30-39,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,*,>50K
Female,*,White,spouse not present,Higher education,United-States,Non-Government,Other,<=50K
Male,*,White,Never-married,*,North America,Non-Government,Nontechnical,<=50K
Male,*,*,Married-civ-spouse,*,*,Private,*,>50K
Male,20-39,White,Married-civ-spouse,Higher education,United-States,*,Prof-specialty,>50K
Male,40-59,White,Married-civ-spouse,High School,United-States,Private,Machine-op-inspct,<=50K
Female,20-29,White,spouse not present,Higher education,United-States,Private,Adm-clerical,<=50K
Male,*,White,Married-civ-spouse,Some-college,United-States,*,Other,<=50K
Female,*,*,spouse not present,Higher education,*,Non-Government,*,<=50K
Male,30-39,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,*,<=50K
*,20-39,Black,spouse not present,*,North America,Private,*,<=50K
Male,*,White,*,High School,United-States,Non-Government,*,<=50K
Female,20-39,White,spouse not present,Some-college,North America,Private,Other-service,<=50K
Male,*,*,*,High School,United-States,Private,Nontechnical,<=50K
*,30-39,*,*,Higher education,*,Government,*,<=50K
Female,*,*,spouse not present,*,North America,Government,Other,<=50K
*,20-29,*,Never-married,Undergraduate,*,Private,*,<=50K
Male,20-39,*,*,*,*,Non-Government,*,>50K
Female,*,White,Never-married,High School,*,Private,*,<=50K
Male,40-59,White,Married-civ-spouse,Undergraduate,United-States,Government,*,>50K
Male,20-39,White,spouse not present,HS-grad,*,Private,*,<=50K
Female,20-39,White,spouse not present,Higher education,United-States,*,*,<=50K
Male,*,White,Married-civ-spouse,*,*,*,*,>50K
Male,20-39,White,Married-civ-spouse,Higher education,United-States,Non-Government,Technical,>50K
Female,15-19,White,*,*,United-States,Private,Sales,<=50K
Female,20-39,White,*,High School,United-States,Non-Government,Other,>50K
Male,*,White,Never-married,Higher education,United-States,Non-Government,Nontechnical,<=50K
Female,20-39,White,Never-married,Undergraduate,United-States,Private,Adm-clerical,<=50K
*,20-39,Black,spouse not present,*,North America,Private,*,>50K
Male,*,Asian-Pac-Islander,Married-civ-spouse,Higher education,*,*,*,<=50K
Male,*,White,*,Higher education,*,Non-Government,Craft-repair,<=50K
Male,*,White,*,Higher education,*,Non-Government,Craft-repair,>50K
Male,*,*,Married-civ-spouse,*,*,*,*,<=50K
