sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,53,White,spouse present,High School,North America,Government,Technical,>50K
Female,29,White,spouse not present,Undergraduate,North America,Government,Other,<=50K
Male,42,White,spouse present,High School,Europe,Non-Government,Nontechnical,>50K
Female,49,White,spouse not present,Professional Education,North America,Government,Nontechnical,<=50K
Male,24,Asian-Pac-Islander,spouse not present,Undergraduate,North America,Government,Technical,<=50K
Female,19,White,spouse not present,High School,North America,Non-Government,Nontechnical,<=50K
Female,20,White,spouse present,High School,North America,Non-Government,Other,<=50K
Female,31,Black,spouse not present,Undergraduate,Asia,Non-Government,Other,<=50K
Female,33,White,spouse not present,Graduate,Europe,Government,Technical,<=50K
Male,36,White,spouse present,Undergraduate,North America,Non-Government,Nontechnical,>50K
Female,17,White,spouse not present,High School,North America,Non-Government,Other,<=50K
Female,46,White,spouse present,Primary School,Europe,Non-Government,Technical,>50K
Female,37,Black,spouse not present,Professional Education,North America,Non-Government,Nontechnical,<=50K
Female,33,Other,spouse not present,High School,North America,Non-Government,Other,<=50K
Female,36,Black,spouse not present,Professional Education,North America,Government,Other,<=50K
Male,48,White,spouse present,High School,North America,Government,Other,>50K
Male,41,Asian-Pac-Islander,spouse present,Undergraduate,North America,Government,Nontechnical,<=50K
Female,20,White,spouse not present,Undergraduate,North America,Government,Other,<=50K
Male,31,Black,spouse present,Undergraduate,North America,Non-Government,Nontechnical,>50K
Male,23,Black,spouse present,High School,North America,Non-Government,Nontechnical,<=50K
Female,29,Other,spouse not present,High School,Europe,Non-Government,Technical,<=50K
Male,22,Black,spouse not present,High School,North America,Non-Government,Nontechnical,<=50K
Female,20,Black,spouse not present,High School,North America,Non-Government,Other,<=50K
Female,28,White,spouse not present,Graduate,Europe,Non-Government,Technical,>50K
Male,44,White,spouse not present,Undergraduate,Europe,Non-Government,Nontechnical,<=50K
Male,37,White,spouse present,High School,North America,Government,Other,<=50K
Female,39,Other,spouse present,Graduate,North America,Government,Technical,>50K
Female,25,Other,spouse not present,Undergraduate,South America,Non-Government,Other,<=50K
Female,69,White,spouse not present,Undergraduate,North America,Non-Government,Other,<=50K
Male,42,Asian-Pac-Islander,spouse not present,Graduate,Asia,Non-Government,Nontechnical,<=50K
Male,19,White,spouse not present,High School,North America,Non-Government,Nontechnical,<=50K
Male,65,White,spouse present,High School,North America,Government,Other,>50K
Female,21,White,spouse not present,Undergraduate,North America,Non-Government,Nontechnical,<=50K
Male,49,White,spouse present,High School,Europe,Government,Technical,<=50K
Male,45,White,spouse present,Undergraduate,North America,Non-Government,Nontechnical,>50K
Male,34,Asian-Pac-Islander,spouse not present,High School,Asia,Non-Government,Technical,<=50K
Female,20,Black,spouse not present,High School,North America,Non-Government,Other,<=50K
Female,25,Asian-Pac-Islander,spouse not present,High School,North America,Non-Government,Nontechnical,<=50K
Male,59,White,spouse present,High School,Europe,Non-Government,Technical,>50K
Female,22,Black,spouse not present,High School,North America,Non-Government,Other,<=50K
Female,36,Black,spouse not present,Professional Education,North America,Government,Other,<=50K
Female,25,Other,spouse not present,Undergraduate,South America,Non-Government,Other,<=50K
Female,53,Black,spouse not present,Undergraduate,North America,Government,Nontechnical,<=50K
Female,26,Other,spouse not present,High School,North America,Non-Government,Nontechnical,<=50K
Male,25,Asian-Pac-Islander,spouse not present,Undergraduate,Asia,Non-Government,Nontechnical,<=50K
Male,38,White,spouse present,High School,Europe,Non-Government,Technical,>50K
Female,37,White,spouse not present,High School,South America,Non-Government,Nontechnical,<=50K
Female,42,Black,spouse not present,High School,North America,Government,Other,<=50K
Female,18,White,spouse not present,High School,North America,Non-Government,Nontechnical,<=50K
Female,28,White,spouse not present,Undergraduate,North America,Government,Technical,<=50K
Male,49,Asian-Pac-Islander,spouse present,Professional Education,North America,Government,Technical,>50K
Female,59,White,spouse not present,High School,North America,Non-Government,Nontechnical,<=50K
Female,54,White,spouse not present,High School,North America,Government,Nontechnical,<=50K
Female,50,Black,spouse not present,Undergraduate,North America,Government,Other,<=50K
Female,22,White,spouse present,Undergraduate,North America,Government,Other,<=50K
Male,42,Asian-Pac-Islander,spouse present,Graduate,Asia,Non-Government,Technical,<=50K
Female,37,White,spouse not present,High School,South America,Non-Government,Nontechnical,<=50K
Female,21,Black,spouse not present,Undergraduate,North America,Non-Government,Other,<=50K
Female,24,Black,spouse not present,High School,North America,Non-Government,Nontechnical,<=50K
