sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,*,White,Married-civ-spouse,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,*,White,*,Higher education,United-States,Non-Government,Technical,<=50K
Male,20-39,White,Married-civ-spouse,High School,United-States,Non-Government,*,<=50K
Male,*,White,*,Higher education,United-States,Non-Government,Technical,<=50K
Male,*,*,Divorced,*,United-States,*,*,<=50K
Male,20-39,*,*,High School,North America,Private,*,<=50K
Male,*,White,spouse not present,*,North America,Non-Government,*,<=50K
Male,*,White,Never-married,Higher education,United-States,Government,Technical,<=50K
Female,40-59,White,*,*,United-States,Non-Government,*,<=50K
Male,20-39,White,Divorced,*,United-States,Private,Technical,<=50K
Female,40-59,White,spouse not present,*,North America,Private,Technical,<=50K
Male,*,White,Married-civ-spouse,High School,United-States,*,*,>50K
Male,40-59,White,Married-civ-spouse,Higher education,United-States,Non-Government,Other,>50K
Female,20-39,White,Never-married,Higher education,United-States,Private,Technical,>50K
Male,*,White,*,Higher education,United-States,Non-Government,Technical,>50K
Female,*,White,spouse not present,High School,North America,Private,*,<=50K
Male,20-39,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Nontechnical,>50K
Male,*,White,Never-married,Higher education,United-States,Government,Technical,<=50K
*,20-39,*,spouse not present,Undergraduate,*,*,*,<=50K
Male,20-39,*,*,Undergraduate,United-States,Private,*,<=50K
*,*,White,*,*,United-States,Non-Government,*,>50K
Male,35-39,White,*,Some-college,United-States,Private,*,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,North America,Private,Technical,<=50K
Female,*,White,spouse not present,Professional Education,United-States,Private,*,<=50K
Male,20-29,White,Never-married,Undergraduate,United-States,Non-Government,Nontechnical,<=50K
Male,40-59,White,Divorced,*,United-States,Non-Government,*,<=50K
*,*,White,Never-married,*,United-States,Private,Sales,>50K
Female,*,White,spouse not present,High School,*,Private,Other,<=50K
*,*,White,*,*,United-States,Private,*,<=50K
Male,20-39,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Other,<=50K
Male,*,White,*,Higher education,United-States,Non-Government,Technical,>50K
Male,20-29,White,spouse not present,High School,North America,Private,Machine-op-inspct,<=50K
Male,*,White,spouse not present,*,North America,Non-Government,*,<=50K
Female,40-59,White,Married-civ-spouse,Higher education,United-States,*,Technical,>50K
Female,*,*,spouse not present,*,*,Private,*,<=50K
*,*,Asian-Pac-Islander,*,*,*,Non-Government,*,<=50K
Male,20-39,White,*,Higher education,United-States,Government,*,<=50K
Female,*,Black,spouse not present,*,*,Private,Other,<=50K
Male,40-59,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Nontechnical,>50K
Male,20-39,White,Married-civ-spouse,Higher education,*,Government,*,<=50K
Male,*,White,Married-civ-spouse,*,*,*,*,<=50K
Female,*,White,spouse not present,HS-grad,*,Private,*,<=50K
*,*,*,spouse not present,Higher education,North America,Government,*,<=50K
Female,40-59,White,Divorced,*,United-States,Non-Government,*,<=50K
Male,*,White,Married-civ-spouse,Higher education,*,Non-Government,Technical,>50K
Male,20-39,White,Never-married,*,North America,Non-Government,Craft-repair,<=50K
Female,20-39,*,Divorced,Higher education,*,*,*,<=50K
Male,20-29,White,Never-married,*,North America,Private,Technical,<=50K
Male,25-29,White,Never-married,*,*,Private,Other,<=50K
Male,40-59,White,Married-civ-spouse,High School,North America,Non-Government,*,<=50K
Female,40-59,White,*,Higher education,United-States,*,Nontechnical,<=50K
*,*,White,*,*,United-States,Non-Government,*,>50K
Male,20-39,White,Married-civ-spouse,Undergraduate,United-States,Private,Sales,>50K
Female,40-59,White,Married-civ-spouse,Higher education,United-States,*,Technical,>50K
Male,40-59,White,Married-civ-spouse,Higher education,United-States,Non-Government,*,>50K
Female,20-29,White,Never-married,*,North America,Private,*,<=50K
*,*,White,Never-married,*,United-States,Private,Sales,<=50K
Male,*,White,spouse not present,Higher education,*,Non-Government,Prof-specialty,>50K
*,*,White,spouse not present,High School,*,Private,Other-service,<=50K
*,*,White,*,*,North America,Government,*,<=50K
Male,*,White,Married-civ-spouse,*,United-States,Non-Government,*,>50K
Female,*,*,spouse not present,Higher education,United-States,Government,*,<=50K
*,*,White,*,Higher education,United-States,*,Exec-managerial,<=50K
Female,*,White,*,*,United-States,Private,Nontechnical,<=50K
Female,*,White,spouse not present,Higher education,United-States,Government,*,<=50K
Male,*,*,Married-civ-spouse,*,United-States,Non-Government,*,>50K
Male,40-49,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,Nontechnical,>50K
Male,*,*,*,HS-grad,North America,*,Technical,<=50K
*,*,*,spouse not present,High School,United-States,Private,*,<=50K
Male,*,White,spouse not present,*,North America,Non-Government,*,<=50K
Male,40-59,White,Married-civ-spouse,*,United-States,Private,Nontechnical,<=50K
*,*,*,spouse not present,High School,*,Non-Government,Technical,<=50K
Male,*,White,Married-civ-spouse,Higher education,*,Non-Government,Technical,>50K
Female,*,White,*,*,United-States,Private,Technical,<=50K
Male,20-29,*,Never-married,Undergraduate,United-States,Private,Sales,<=50K
Male,*,Asian-Pac-Islander,*,*,*,*,*,<=50K
Male,20-39,*,Married-civ-spouse,Higher education,United-States,Non-Government,Exec-managerial,>50K
Female,20-39,White,spouse not present,Higher education,North America,Private,Other,<=50K
*,*,*,spouse not present,Higher education,North America,Government,*,>50K
Female,*,*,spouse not present,Higher education,United-States,Government,*,<=50K
Male,20-39,White,Never-married,High School,United-States,Non-Government,Other,<=50K
Female,*,*,spouse not present,*,United-States,Private,*,<=50K
*,*,Asian-Pac-Islander,*,*,*,Non-Government,*,<=50K
Male,20-29,White,Never-married,Undergraduate,United-States,Private,Technical,<=50K
Male,45-49,White,*,High School,United-States,Private,*,<=50K
Male,*,White,Married-civ-spouse,High School,United-States,*,Technical,<=50K
*,40-59,*,Divorced,High School,United-States,*,*,<=50K
*,15-19,White,Never-married,Some-college,United-States,Private,*,<=50K
Male,30-39,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Technical,<=50K
Male,20-39,White,Married-civ-spouse,Higher education,United-States,Non-Government,*,>50K
Male,20-39,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,Technical,<=50K
Male,30-39,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Technical,>50K
Female,20-39,White,Married-civ-spouse,High School,North America,*,Other,<=50K
Male,35-39,White,*,Some-college,United-States,Private,*,<=50K
*,20-39,*,spouse not present,Undergraduate,*,*,*,<=50K
*,*,White,Never-married,*,United-States,Private,Sales,<=50K
*,60-79,White,Married-civ-spouse,*,United-States,*,*,<=50K
Male,40-59,White,spouse not present,High School,United-States,Non-Government,Technical,<=50K
Male,40-59,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Nontechnical,<=50K
Male,30-39,White,Married-civ-spouse,Higher education,North America,*,Technical,>50K
*,*,White,Never-married,*,United-States,Government,*,<=50K
Male,20-39,*,Married-civ-spouse,Higher education,United-States,Non-Government,Exec-managerial,>50K
Male,20-39,White,Married-civ-spouse,Higher education,United-States,Non-Government,*,>50K
Male,*,*,Never-married,*,United-States,Non-Government,*,<=50K
Male,20-29,White,*,HS-grad,United-States,Private,Craft-repair,<=50K
Male,*,*,Married-civ-spouse,*,United-States,Non-Government,*,>50K
*,20-39,White,*,Higher education,*,Government,Technical,<=50K
*,*,Black,spouse not present,High School,North America,*,*,<=50K
Male,*,Asian-Pac-Islander,*,*,*,*,*,<=50K
Male,*,White,Married-civ-spouse,*,North America,Private,Other,<=50K
Female,40-59,White,*,Higher education,United-States,*,Nontechnical,<=50K
Male,*,White,Married-civ-spouse,*,North America,Private,Other,<=50K
